"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","56520","Login Test","Microsoft Edge","Tue May 13 16:01:40 IST 2025","broken","Tue May 13 16:02:36 IST 2025","smoketest","RegressionTest\homePageDemoQA.spec.ts","",""
